cell.frame	cell.index	cell.center.x	cell.center.y	cell.majoraxis	cell.minoraxis	cell.orientation	cell.area	cell.volume	cell.perimeter	cell.mem.area	cell.mem.volume	cell.nuc.radius	cell.nuc.area
1	79	538	187	42	25	+51.893	809	13714	111	260	5953	6	121
1	80	537	150	39	24	-80.511	739	12302	104	240	5395	6	109
1	81	531	98	53	25	-4.884	1023	17350	133	298	7109	7	137
1	82	558	496	28	22	-38.096	492	7504	81	196	3848	5	81
1	83	562	666	24	17	+61.911	294	3240	67	152	2178	4	45
1	84	566	119	40	26	-10.959	822	14620	114	267	6377	6	121
1	85	578	359	28	23	-8.113	494	7096	82	179	3459	5	69
1	86	613	397	57	31	+81.857	1385	28908	149	344	9983	8	193
1	87	625	277	46	32	-26.889	1139	23782	128	297	8298	7	177
1	88	624	143	31	22	+18.568	543	8064	88	201	3996	5	89
1	89	639	112	34	24	-13.764	630	9622	96	214	4388	5	97
1	90	644	389	27	25	-31.861	539	8422	86	195	4026	5	89
1	91	670	491	35	25	+67.472	697	11574	98	222	4903	6	101
1	92	84	176	45	34	+37.748	1179	24943	131	318	8190	7	177
1	93	109	482	68	33	-40.762	1761	39345	172	418	11486	9	241
1	94	119	160	48	27	-37.620	1021	17865	128	301	6469	7	137
1	95	121	650	46	36	+6.316	1293	28765	135	307	8479	8	193
1	96	134	524	68	33	+32.923	1754	37898	177	414	11222	9	233
1	97	129	573	54	31	-61.240	1314	26410	146	346	8606	8	177
1	98	136	75	49	28	+33.001	995	17387	134	319	7079	7	137
1	99	141	400	60	33	-59.832	1552	33788	157	374	10038	8	221
1	100	167	535	80	34	+55.579	1876	39024	203	494	13902	9	241
1	101	158	168	54	25	-50.803	1043	17287	134	320	6640	7	137
1	102	169	644	99	34	+48.579	2445	55531	237	568	17256	10	293
1	103	169	372	48	34	+6.970	1253	25757	138	317	8157	8	177
1	104	191	462	44	33	+46.592	1127	23591	127	305	7737	7	177
1	105	195	656	48	26	+47.290	941	15845	124	304	6176	6	137
1	106	206	722	67	39	+58.639	1781	39793	192	455	14213	9	241
1	107	213	387	85	30	-73.092	1966	39382	207	470	12390	9	241
1	108	221	620	45	24	+83.047	854	13482	119	273	5409	6	121
1	109	238	442	63	26	-1.898	1276	21994	153	343	7611	7	161
1	110	233	364	49	21	-75.481	769	10109	123	272	4528	6	97
1	111	245	549	65	31	-60.736	1463	28311	175	411	10403	8	185
1	112	242	595	41	22	-72.335	712	10370	105	242	4412	6	97
1	113	274	87	65	33	-38.515	1669	36857	167	407	11083	9	225
1	114	260	367	52	30	-85.034	1211	23103	137	304	7376	7	177
1	115	300	569	74	22	+14.034	1242	17298	174	388	7028	7	137
1	116	282	607	42	25	+69.829	811	12559	114	257	5041	6	109
1	117	286	651	54	30	-64.407	1269	25159	140	325	8027	7	177
1	118	304	247	77	35	-34.570	2041	46373	196	462	13508	9	261
1	119	306	323	46	28	+56.173	998	17480	124	290	6258	7	137
1	120	316	632	38	20	+51.947	597	7949	101	238	3938	5	89
1	121	331	91	64	31	+7.859	1523	30091	159	351	8831	8	193
1	122	323	464	38	32	+61.392	952	18272	117	264	6408	7	145
1	123	325	660	39	26	+18.007	775	12179	109	248	4844	6	109
1	124	345	513	47	23	+12.985	831	12229	121	280	5212	6	109
1	125	346	676	39	22	+47.721	654	8994	103	238	4038	5	89
1	126	358	632	48	24	-13.187	896	14044	122	268	5304	6	121
1	127	366	443	52	34	-39.255	1269	25289	150	348	9290	8	177
1	128	378	607	44	28	-31.420	960	17384	124	292	6536	7	137
1	129	401	672	53	32	-68.905	1325	27385	142	324	8372	8	185
1	130	412	473	50	26	-45.154	934	14942	133	310	6458	6	121
1	131	420	343	57	35	+11.196	1534	34218	151	352	9726	8	221
1	132	473	372	83	33	-32.025	2081	46565	200	490	13866	9	261
1	133	465	741	45	28	+27.664	990	17986	126	299	6719	7	137
1	134	484	485	50	33	-4.360	1174	22390	146	340	8292	7	161
1	135	497	203	52	31	+30.546	1232	24022	142	322	7934	7	177
1	136	487	546	44	26	-87.703	906	15288	119	275	5821	6	129
1	137	521	541	61	35	-55.388	1540	32662	170	401	11329	8	213
1	138	530	476	49	34	+13.433	1297	28239	136	316	8468	8	185
1	139	524	370	68	25	+81.033	1254	20054	159	360	7624	7	145
1	140	545	691	50	32	-20.889	1246	24826	136	315	7715	7	177
1	141	553	343	74	32	+84.350	1640	32496	185	430	11698	8	213
1	142	580	397	68	34	-64.601	1503	28995	182	422	11308	8	193
1	143	587	147	47	22	-19.974	826	12054	119	272	5088	6	109
1	144	585	682	65	27	+86.558	1249	20975	163	387	8827	7	149
1	145	602	37	53	32	+48.599	1343	28375	142	336	8784	8	185
1	146	607	113	54	25	+69.477	1046	17082	134	312	6440	7	137
1	147	635	496	41	28	+18.054	897	15869	115	259	5695	6	137
1	148	641	47	43	28	-23.201	919	15745	117	270	5706	6	137
1	149	667	298	49	27	-65.106	1036	18148	128	297	6451	7	145
1	150	23	626	43	25	+6.177	789	11865	118	257	4913	6	109
1	151	51	635	28	17	-18.442	372	3940	75	166	2182	4	49
1	152	90	571	42	35	+20.528	1124	23042	127	281	7217	7	169
1	153	75	589	111	38	-20.454	2481	53069	264	606	18542	10	293
1	154	136	194	39	29	+25.929	876	15656	116	266	5850	6	129
1	155	101	209	53	34	+65.291	1405	31169	147	351	9649	8	197
1	156	177	596	89	32	+37.168	1963	39665	212	509	13697	9	241
